id,id_especie,id_geracao,pokemon,altura,peso,exp_base,tipo_1,tipo_2,hp,ataque,defesa,ataque_especial,defesa_especial,velocidade,cor_1,cor_2,cor_final,url_imagem,url_icone
694,694,6,helioptile,0.5,6,58,elétrico,normal,44,38,33,61,43,70,#F8D030,#A8A878,#E4C641,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/694.png,//cdn.bulbagarden.net/upload/f/f7/694MS.png
695,695,6,heliolisk,1,21,168,elétrico,normal,62,55,52,109,94,109,#F8D030,#A8A878,#E4C641,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/695.png,//cdn.bulbagarden.net/upload/3/3f/695MS.png
696,696,6,tyrunt,0.8,26,72,pedra,dragão,58,89,77,45,45,48,#B8A038,#7038F8,#A68666,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/696.png,//cdn.bulbagarden.net/upload/c/c1/696MS.png
697,697,6,tyrantrum,2.5,270,182,pedra,dragão,82,121,119,69,59,71,#B8A038,#7038F8,#A68666,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/697.png,//cdn.bulbagarden.net/upload/2/29/697MS.png
698,698,6,amaura,1.3,25.2,72,pedra,gelo,77,59,50,67,63,46,#B8A038,#98D8D8,#B0AD5E,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/698.png,//cdn.bulbagarden.net/upload/a/a4/698MS.png
699,699,6,aurorus,2.7,225,104,pedra,gelo,123,77,72,99,92,58,#B8A038,#98D8D8,#B0AD5E,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/699.png,//cdn.bulbagarden.net/upload/8/8e/699MS.png
700,700,6,sylveon,1,23.5,184,fada,NA,95,65,65,110,130,60,#EE99AC,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/700.png,//cdn.bulbagarden.net/upload/4/49/700MS.png
701,701,6,hawlucha,0.8,21.5,175,lutador,voador,78,92,75,74,63,118,#C03028,#A890F0,#BA4758,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/701.png,//cdn.bulbagarden.net/upload/0/04/701MS.png
702,702,6,dedenne,0.2,2.2,151,elétrico,fada,67,58,57,81,67,101,#F8D030,#EE99AC,#F5C24E,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/702.png,//cdn.bulbagarden.net/upload/4/43/702MS.png
703,703,6,carbink,0.3,5.7,100,pedra,fada,50,50,150,50,150,50,#B8A038,#EE99AC,#C59E54,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/703.png,//cdn.bulbagarden.net/upload/5/5b/703MS.png
704,704,6,goomy,0.3,2.8,60,dragão,NA,45,50,35,55,75,40,#7038F8,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/704.png,//cdn.bulbagarden.net/upload/5/5d/704MS.png
705,705,6,sliggoo,0.8,17.5,158,dragão,NA,68,75,53,83,113,60,#7038F8,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/705.png,//cdn.bulbagarden.net/upload/b/b9/705MS.png
706,706,6,goodra,2,150.5,270,dragão,NA,90,100,70,110,150,80,#7038F8,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/706.png,//cdn.bulbagarden.net/upload/3/3c/706MS.png
707,707,6,klefki,0.2,3,165,aço,fada,57,80,91,80,87,75,#B8B8D0,#EE99AC,#C5B0C7,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/707.png,//cdn.bulbagarden.net/upload/2/21/707MS.png
708,708,6,phantump,0.4,7,62,fantasma,grama,43,70,48,50,60,38,#705898,#78C850,#717386,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/708.png,//cdn.bulbagarden.net/upload/e/e2/708MS.png
709,709,6,trevenant,1.5,71,166,fantasma,grama,85,110,76,65,82,56,#705898,#78C850,#717386,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/709.png,//cdn.bulbagarden.net/upload/f/ff/709MS.png
710,710,6,pumpkaboo-average,0.4,5,67,fantasma,grama,49,66,70,44,55,51,#705898,#78C850,#717386,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/710.png,//cdn.bulbagarden.net/upload/5/5e/710MS.png
711,711,6,gourgeist-average,0.9,12.5,173,fantasma,grama,65,90,122,58,75,84,#705898,#78C850,#717386,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/711.png,//cdn.bulbagarden.net/upload/f/f9/711MS.png
712,712,6,bergmite,1,99.5,61,gelo,NA,55,69,85,32,35,28,#98D8D8,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/712.png,//cdn.bulbagarden.net/upload/f/fc/712MS.png
713,713,6,avalugg,2,505,180,gelo,NA,95,117,184,44,46,28,#98D8D8,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/713.png,//cdn.bulbagarden.net/upload/5/53/713MS.png
714,714,6,noibat,0.5,8,49,voador,dragão,40,30,35,45,40,55,#A890F0,#7038F8,#9A7AF1,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/714.png,//cdn.bulbagarden.net/upload/d/d0/714MS.png
715,715,6,noivern,1.5,85,187,voador,dragão,85,70,80,97,80,123,#A890F0,#7038F8,#9A7AF1,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/715.png,//cdn.bulbagarden.net/upload/4/4f/715MS.png
716,716,6,xerneas,3,215,306,fada,NA,126,131,95,131,98,99,#EE99AC,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/716.png,//cdn.bulbagarden.net/upload/4/45/716MS.png
717,717,6,yveltal,5.8,203,306,sombrio,voador,126,131,95,131,98,99,#705848,#A890F0,#7D6570,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/717.png,//cdn.bulbagarden.net/upload/c/c1/717MS.png
718,718,6,zygarde,5,305,270,dragão,terrestre,108,100,121,81,95,95,#7038F8,#E0C068,#8B58D5,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/718.png,//cdn.bulbagarden.net/upload/0/02/718MS.png
719,719,6,diancie,0.7,8.8,270,pedra,fada,50,100,150,100,150,50,#B8A038,#EE99AC,#C59E54,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/NA,//cdn.bulbagarden.net/upload/5/53/719MS.png
720,720,6,hoopa,0.5,9,270,psíquico,fantasma,80,110,60,150,130,70,#F85888,#705898,#D7588B,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/NA,//cdn.bulbagarden.net/upload/d/d0/720MS.png
721,721,6,volcanion,1.7,195,270,fogo,água,80,110,120,130,90,70,#F08030,#6890F0,#CF835E,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/NA,//cdn.bulbagarden.net/upload/e/e4/721MS.png
722,722,7,rowlet,0.3,1.5,64,grama,voador,68,55,55,50,50,42,#78C850,#A890F0,#83BA76,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/NA,NA
723,723,7,dartrix,0.7,16,147,grama,voador,78,75,75,70,70,52,#78C850,#A890F0,#83BA76,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/NA,NA
724,724,7,decidueye,1.6,36.6,239,grama,fantasma,78,107,75,100,100,70,#78C850,#705898,#76AC61,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/NA,NA
725,725,7,litten,0.4,4.3,64,fogo,NA,45,65,40,60,40,70,#F08030,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/NA,NA
726,726,7,torracat,0.7,25,147,fogo,NA,65,85,50,80,50,90,#F08030,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/NA,NA
727,727,7,incineroar,1.8,83,239,fogo,sombrio,95,115,90,80,90,60,#F08030,#705848,#D07635,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/NA,NA
728,728,7,popplio,0.4,7.5,64,água,NA,50,54,54,66,56,40,#6890F0,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/NA,NA
729,729,7,brionne,0.6,17.5,147,água,NA,60,69,69,91,81,50,#6890F0,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/NA,NA
730,730,7,primarina,1.8,44,239,água,fada,80,74,74,126,116,60,#6890F0,#EE99AC,#8892DF,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/NA,NA
731,731,7,pikipek,0.3,1.2,53,normal,voador,35,75,30,30,30,65,#A8A878,#A890F0,#A8A295,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/NA,NA
732,732,7,trumbeak,0.6,14.8,124,normal,voador,55,85,50,40,50,75,#A8A878,#A890F0,#A8A295,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/NA,NA
733,733,7,toucannon,1.1,26,218,normal,voador,80,120,75,75,75,60,#A8A878,#A890F0,#A8A295,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/NA,NA
734,734,7,yungoos,0.4,6,51,normal,NA,48,70,30,30,30,45,#A8A878,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/NA,NA
735,735,7,gumshoos,0.7,14.2,146,normal,NA,88,110,60,55,60,45,#A8A878,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/NA,NA
736,736,7,grubbin,0.4,4.4,60,inseto,NA,47,62,45,55,45,46,#A8B820,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/NA,NA
737,737,7,charjabug,0.5,10.5,140,inseto,elétrico,57,82,95,55,75,36,#A8B820,#F8D030,#BBBD23,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/NA,NA
738,738,7,vikavolt,1.5,45,225,inseto,elétrico,77,70,90,145,75,43,#A8B820,#F8D030,#BBBD23,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/NA,NA
739,739,7,crabrawler,0.6,7,68,lutador,NA,47,82,57,42,47,63,#C03028,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/NA,NA
740,740,7,crabominable,1.7,180,167,lutador,gelo,97,132,77,62,67,43,#C03028,#98D8D8,#B65852,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/NA,NA
741,741,7,oricorio-baile,0.6,3.4,167,fogo,voador,75,70,70,98,70,93,#F08030,#A890F0,#DE835E,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/NA,NA
742,742,7,cutiefly,0.1,0.2,61,inseto,fada,40,45,40,55,40,84,#A8B820,#EE99AC,#B8B041,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/NA,NA
743,743,7,ribombee,0.2,0.5,162,inseto,fada,60,55,60,95,70,124,#A8B820,#EE99AC,#B8B041,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/NA,NA
744,744,7,rockruff,0.5,9.2,56,pedra,NA,45,65,40,30,40,60,#B8A038,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/NA,NA
745,745,7,lycanroc-midday,0.8,25,170,pedra,NA,75,115,65,55,65,112,#B8A038,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/NA,NA
746,746,7,wishiwashi-solo,0.2,0.3,61,água,NA,45,20,20,25,25,40,#6890F0,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/NA,NA
747,747,7,mareanie,0.4,8,61,venenoso,água,50,53,62,43,52,45,#A040A0,#6890F0,#9253B3,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/NA,NA
748,748,7,toxapex,0.7,14.5,173,venenoso,água,50,63,152,53,142,35,#A040A0,#6890F0,#9253B3,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/NA,NA
749,749,7,mudbray,1,110,77,terrestre,NA,70,100,70,45,55,45,#E0C068,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/NA,NA
750,750,7,mudsdale,2.5,920,175,terrestre,NA,100,125,100,55,85,35,#E0C068,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/NA,NA
751,751,7,dewpider,0.3,4,54,água,inseto,38,40,52,40,72,27,#6890F0,#A8B820,#7799BD,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/NA,NA
752,752,7,araquanid,1.8,82,159,água,inseto,68,70,92,50,132,42,#6890F0,#A8B820,#7799BD,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/NA,NA
753,753,7,fomantis,0.3,1.5,50,grama,NA,40,55,35,50,35,35,#78C850,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/NA,NA
754,754,7,lurantis,0.9,18.5,168,grama,NA,70,105,90,80,90,45,#78C850,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/NA,NA
755,755,7,morelull,0.2,1.5,57,grama,fada,40,35,55,65,75,15,#78C850,#EE99AC,#94BC66,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/NA,NA
756,756,7,shiinotic,1,11.5,142,grama,fada,60,45,80,90,100,30,#78C850,#EE99AC,#94BC66,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/NA,NA
757,757,7,salandit,0.6,4.8,64,venenoso,fogo,48,44,40,71,40,77,#A040A0,#F08030,#B34F84,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/NA,NA
758,758,7,salazzle,1.2,22.2,168,venenoso,fogo,68,64,60,111,60,117,#A040A0,#F08030,#B34F84,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/NA,NA
759,759,7,stufful,0.5,6.8,68,normal,lutador,70,75,50,45,50,50,#A8A878,#C03028,#AD8A64,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/NA,NA
760,760,7,bewear,2.1,135,175,normal,lutador,120,125,80,55,60,60,#A8A878,#C03028,#AD8A64,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/NA,NA
761,761,7,bounsweet,0.3,3.2,42,grama,NA,42,30,38,30,38,32,#78C850,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/NA,NA
762,762,7,steenee,0.7,8.2,102,grama,NA,52,40,48,40,48,62,#78C850,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/NA,NA
763,763,7,tsareena,1.2,21.4,230,grama,NA,72,120,98,50,98,72,#78C850,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/NA,NA
764,764,7,comfey,0.1,0.3,170,fada,NA,51,52,90,82,110,100,#EE99AC,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/NA,NA
765,765,7,oranguru,1.5,76,172,normal,psíquico,90,60,80,90,110,60,#A8A878,#F85888,#BB947B,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/NA,NA
766,766,7,passimian,2,82.8,172,lutador,NA,100,120,90,40,60,80,#C03028,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/NA,NA
767,767,7,wimpod,0.5,12,46,inseto,água,25,35,40,20,30,80,#A8B820,#6890F0,#98AE52,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/NA,NA
768,768,7,golisopod,2,108,186,inseto,água,75,125,140,60,90,40,#A8B820,#6890F0,#98AE52,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/NA,NA
769,769,7,sandygast,0.5,70,64,fantasma,terrestre,55,55,80,70,45,15,#705898,#E0C068,#8B718C,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/NA,NA
770,770,7,palossand,1.3,250,168,fantasma,terrestre,85,75,110,100,75,35,#705898,#E0C068,#8B718C,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/NA,NA
771,771,7,pyukumuku,0.3,1.2,144,água,NA,55,60,130,30,130,5,#6890F0,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/NA,NA
772,772,7,type-null,1.9,120.5,107,normal,NA,95,95,95,95,95,59,#A8A878,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/NA,NA
773,773,7,silvally,2.3,100.5,114,normal,NA,95,95,95,95,95,95,#A8A878,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/NA,NA
774,774,7,minior-red-meteor,0.3,40,154,pedra,voador,60,60,100,60,100,60,#B8A038,#A890F0,#B49C64,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/NA,NA
775,775,7,komala,0.4,19.9,168,normal,NA,65,115,65,75,95,65,#A8A878,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/NA,NA
776,776,7,turtonator,2,212,170,fogo,dragão,60,78,135,91,85,36,#F08030,#7038F8,#D06E60,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/NA,NA
777,777,7,togedemaru,0.3,3.3,152,elétrico,aço,65,98,63,40,73,96,#F8D030,#B8B8D0,#E8CA56,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/NA,NA
778,778,7,mimikyu-disguised,0.2,0.7,167,fantasma,fada,55,90,80,50,105,96,#705898,#EE99AC,#8E679C,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/NA,NA
779,779,7,bruxish,0.9,19,166,água,psíquico,68,105,70,70,70,92,#6890F0,#F85888,#8A82D6,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/NA,NA
780,780,7,drampa,3,185,170,normal,dragão,78,60,85,135,91,36,#A8A878,#7038F8,#9A8C97,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/NA,NA
781,781,7,dhelmise,3.9,210,181,fantasma,grama,70,131,100,86,90,40,#705898,#78C850,#717386,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/NA,NA
782,782,7,jangmo-o,0.6,29.7,60,dragão,NA,45,55,65,45,45,45,#7038F8,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/NA,NA
783,783,7,hakamo-o,1.2,47,147,dragão,lutador,55,75,90,65,70,65,#7038F8,#C03028,#8336C5,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/NA,NA
784,784,7,kommo-o,1.6,78.2,270,dragão,lutador,75,110,125,100,105,85,#7038F8,#C03028,#8336C5,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/NA,NA
785,785,7,tapu-koko,1.8,20.5,114,elétrico,fada,70,115,85,95,75,130,#F8D030,#EE99AC,#F5C24E,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/NA,NA
786,786,7,tapu-lele,1.2,18.6,114,psíquico,fada,70,85,75,130,115,95,#F85888,#EE99AC,#F56790,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/NA,NA
787,787,7,tapu-bulu,1.9,45.5,114,grama,fada,70,130,115,85,95,75,#78C850,#EE99AC,#94BC66,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/NA,NA
788,788,7,tapu-fini,1.3,21.2,114,água,fada,70,75,115,95,130,85,#6890F0,#EE99AC,#8892DF,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/NA,NA
789,789,7,cosmog,0.2,0.1,40,psíquico,NA,43,29,31,29,31,37,#F85888,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/NA,NA
790,790,7,cosmoem,0.1,999.9,80,psíquico,NA,43,29,131,29,131,37,#F85888,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/NA,NA
791,791,7,solgaleo,3.4,230,136,psíquico,aço,137,137,107,113,89,97,#F85888,#B8B8D0,#E86F99,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/NA,NA
792,792,7,lunala,4,120,136,psíquico,fantasma,137,113,89,137,107,97,#F85888,#705898,#D7588B,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/NA,NA
793,793,7,nihilego,1.2,55.5,114,pedra,venenoso,109,53,47,127,131,103,#B8A038,#A040A0,#B28851,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/NA,NA
794,794,7,buzzwole,2.4,333.6,114,inseto,lutador,107,139,139,53,53,79,#A8B820,#C03028,#AD9721,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/NA,NA
795,795,7,pheromosa,1.8,25,114,inseto,lutador,71,137,37,137,37,151,#A8B820,#C03028,#AD9721,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/NA,NA
796,796,7,xurkitree,3.8,100,114,elétrico,NA,83,89,71,173,71,83,#F8D030,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/NA,NA
797,797,7,celesteela,9.2,999.9,114,aço,voador,97,101,103,107,101,61,#B8B8D0,#A890F0,#B4AED7,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/NA,NA
798,798,7,kartana,0.3,0.1,114,grama,aço,59,181,131,59,31,109,#78C850,#B8B8D0,#87C46F,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/NA,NA
799,799,7,guzzlord,5.5,888,114,sombrio,dragão,223,101,53,97,53,43,#705848,#7038F8,#705072,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/NA,NA
800,800,7,necrozma,2.4,230,120,psíquico,NA,97,107,101,127,89,79,#F85888,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/NA,NA
801,801,7,magearna,1,80.5,120,aço,fada,80,95,115,130,115,65,#B8B8D0,#EE99AC,#C5B0C7,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/NA,NA
802,802,7,marshadow,0.7,22.2,120,lutador,fantasma,90,125,80,90,90,125,#C03028,#705898,#AC3943,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/NA,NA
10001,386,NA,deoxys-attack,1.7,60.8,270,psíquico,NA,50,180,20,180,20,150,#F85888,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/NA,NA
10002,386,NA,deoxys-defense,1.7,60.8,270,psíquico,NA,50,70,160,70,160,90,#F85888,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/NA,NA
10003,386,NA,deoxys-speed,1.7,60.8,270,psíquico,NA,50,95,90,95,90,180,#F85888,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/NA,NA
10004,413,NA,wormadam-sandy,0.5,6.5,148,inseto,terrestre,60,79,105,59,85,36,#A8B820,#E0C068,#B5B931,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/NA,NA
10005,413,NA,wormadam-trash,0.5,6.5,148,inseto,aço,60,69,95,69,95,36,#A8B820,#B8B8D0,#ABB84A,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/NA,NA
10006,492,NA,shaymin-sky,0.4,5.2,270,grama,voador,100,103,75,120,75,127,#78C850,#A890F0,#83BA76,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/NA,NA
10007,487,NA,giratina-origin,6.9,650,306,fantasma,dragão,150,120,100,120,100,90,#705898,#7038F8,#7050AF,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/NA,NA
10008,479,NA,rotom-heat,0.3,0.3,182,elétrico,fogo,50,65,107,105,107,86,#F8D030,#F08030,#F6BC30,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/NA,NA
10009,479,NA,rotom-wash,0.3,0.3,182,elétrico,água,50,65,107,105,107,86,#F8D030,#6890F0,#D5C05E,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/NA,NA
10010,479,NA,rotom-frost,0.3,0.3,182,elétrico,gelo,50,65,107,105,107,86,#F8D030,#98D8D8,#E0D158,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/NA,NA
10011,479,NA,rotom-fan,0.3,0.3,182,elétrico,voador,50,65,107,105,107,86,#F8D030,#A890F0,#E4C05E,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/NA,NA
10012,479,NA,rotom-mow,0.3,0.3,182,elétrico,grama,50,65,107,105,107,86,#F8D030,#78C850,#D8CE37,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/NA,NA
10013,351,NA,castform-sunny,0.3,0.8,147,fogo,NA,70,70,70,70,70,70,#F08030,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/NA,NA
10014,351,NA,castform-rainy,0.3,0.8,147,água,NA,70,70,70,70,70,70,#6890F0,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/NA,NA
10015,351,NA,castform-snowy,0.3,0.8,147,gelo,NA,70,70,70,70,70,70,#98D8D8,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/NA,NA
10016,550,NA,basculin-blue-striped,1,18,161,água,NA,70,92,65,80,55,98,#6890F0,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/NA,NA
10017,555,NA,darmanitan-zen,1.3,92.9,189,fogo,psíquico,105,30,105,140,105,55,#F08030,#F85888,#F17645,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/NA,NA
10018,648,NA,meloetta-pirouette,0.6,6.5,270,normal,lutador,100,128,90,77,77,128,#A8A878,#C03028,#AD8A64,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/NA,NA
